ingresos,egresos,activos,pasivos,vol_trans,a_econ,edad,anos_afil,genero,estado_civil,ocupacion,nivel_estudio,tipo_vivienda,estrato,num_hijos,personas_cargo,special_test_1
8100000,2750000,248914000,2000000,2430000,A2,56,24.9,F,DIVORCIADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E5,2,0,1.081413281
3052692,1541000,15000000,0,915807,A2,33,2,F,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,1,0,2.032814126
1400000,300000,0,0,420000,A3,31,3.3,F,SOLTERO,ESTUDIANTE,TECN-TECNOL,FAMILIAR,E4,0,0,1.01278807
4150000,3084000,300000000,0,1245000,A2,60,0.2,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,1,0,2.075198184
2360000,482000,150000000,474000,708000,A2,45,0.7,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,1,0,0.04294326329
3300000,921863,207000000,25000000,990000,A2,42,1.9,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,3,1,0.06527173188
5782906,3000000,275000000,500000,1734871,A2,59,25.7,F,CASADO,EMPLEADO,MASTER,PROPIA,E3,2,1,3.066175485
3500000,1500000,41000000,16000000,1050000,A2,61,13.9,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,3,0,3.041698401
2900000,2000000,20000000,0,870000,A2,62,3.6,F,DIVORCIADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,2,0,1.096764249
4563850,751000,360491973,15000000,1369155,A6,62,20.4,F,CASADO,PENSIONADO,UNIVERSITARIO,PROPIA,E4,2,0,3.039436358
2619800,1600000,137000000,2500000,785940,A6,59,5.9,F,CASADO,PENSIONADO,UNIVERSITARIO,PROPIA,E3,0,1,0.03340137401
2932100,1900000,245000000,40000000,879630,A5,60,16.9,F,CASADO,PENSIONADO,TECN-TECNOL,PROPIA,E3,3,0,2.060519607
8000000,4000000,350000000,0,2400000,A2,59,0.6,F,DIVORCIADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E5,3,2,2.053665035
2387300,700000,0,0,716190,A2,58,20.5,F,SOLTERO,EMPLEADO,ESPECIALIZACION,FAMILIAR,E3,0,0,2.01651145
4000000,3000000,0,0,1200000,A2,59,7.8,F,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E3,2,2,0.06869289755
8000000,2297000,92176723,38822188,2400000,A2,56,10.1,F,CASADO,EMPLEADO,UNIVERSITARIO,ARRENDADA,E3,3,1,0.01072397591
5000000,1138000,391000000,2499000,1500000,A4,59,21.3,F,CASADO,INDEPENDIENTE,UNIVERSITARIO,PROPIA,E5,1,1,1.03861888
3252204,1626000,136000000,34878000,975661,A2,58,15.1,F,CASADO,EMPLEADO,TECN-TECNOL,FAMILIAR,E5,2,1,1.00027009
3160000,2100000,500118340,5000000,948000,A2,58,13.3,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E5,3,0,2.047873302
2300000,1800000,0,0,690000,A2,61,15,F,DIVORCIADO,EMPLEADO,ESPECIALIZACION,FAMILIAR,E3,3,0,2.028112302
3900000,1400000,230000000,15000000,1170000,A2,55,17,F,UNION_LIBRE,EMPLEADO,ESPECIALIZACION,PROPIA,E3,1,2,2.066106304
7025329,1211709,327305921,38100000,2107598,A6,59,31.1,F,VIUDO,PENSIONADO,ESPECIALIZACION,PROPIA,E3,1,0,1.043495068
3400203,1966000,75000000,25359000,1020060,A2,58,0.3,F,SOLTERO,EMPLEADO,TECN-TECNOL,FAMILIAR,E4,0,0,2.075279564
3297151,1010125,270000000,40000000,989145,A2,58,17.8,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E4,2,0,3.035495238
2606000,1000000,112000000,0,781800,A2,60,11,F,SOLTERO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,1,2,2.026381527
8601276,800000,566296450,11900000,2580382,A2,57,9.7,F,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,3,0,3.088897702
6000000,1390000,118000000,12000000,1800000,A2,55,0.5,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E4,2,1,2.000256497
6000000,3000000,0,0,1800000,A2,59,22.9,F,SOLTERO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,2,0,2.034201113
4500000,2700000,45000000,16000000,1350000,A4,57,3,F,SOLTERO,INDEPENDIENTE,UNIVERSITARIO,FAMILIAR,E5,0,1,3.086198113
1800000,643000,258000000,0,540000,A2,55,20.6,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,2,2,3.004281064
2625518,900000,267520000,3519000,787655,A2,55,5,F,CASADO,EMPLEADO,TECN-TECNOL,PROPIA,E5,2,0,2.059242862
2450000,800000,100000000,0,735000,A2,55,1.6,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,2,0,3.02908595
3621000,2630000,140000000,1000000,1086300,A2,53,0.5,F,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E4,2,0,0.03250947249
4770546,3095000,151144000,70267000,1431163,A6,60,1.4,F,SOLTERO,PENSIONADO,UNIVERSITARIO,FAMILIAR,E3,0,0,3.096713184
2866699,1900000,113000000,0,860009,A2,53,1.1,F,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,FAMILIAR,E4,2,1,3.084465158
10274331,4505000,488000000,168000000,3082299,A2,54,9.7,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E4,2,0,2.084311294
7000000,5000000,0,0,2100000,A2,53,17.6,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,2,2,0.01265984686
5400000,1000000,462000000,0,1620000,A4,54,8.7,F,SOLTERO,INDEPENDIENTE,UNIVERSITARIO,PROPIA,E3,0,1,0.01547591966
7760966,3200000,20000000,0,2328289,A2,56,0.6,F,DIVORCIADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E4,2,2,2.045254709
2700000,1100000,100000000,0,810000,A2,54,0.5,F,DIVORCIADO,EMPLEADO,UNIVERSITARIO,PROPIA,E5,0,0,2.032155505
7000000,2150000,140000000,3800000,2100000,A2,59,20.2,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,2,0,3.0495814
6000000,1800000,35000000,0,1800000,A2,54,19.9,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,0,0,3.078555065
4000000,1700000,280000000,16000000,1200000,A2,52,20.4,F,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,PROPIA,E3,1,1,1.013003663
3933154,950000,26000000,2600000,1179946,A2,53,7.6,F,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,2,2,3.082124099
2374785,1500000,40000000,15000000,712435,A2,54,4.5,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,3,0,2.035513024
6300000,4200000,100200000,0,1890000,A2,53,1,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E4,2,0,1.082437355
7550000,4808000,445000000,42000000,2265000,A4,53,15.2,F,CASADO,INDEPENDIENTE,UNIVERSITARIO,PROPIA,E3,1,0,1.065775521
3152000,850000,100000000,56200000,945600,A2,52,3.2,F,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,1,1,1.002624821
3100000,1100000,29600000,12000000,930000,A2,51,9.9,F,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,2,1,1.032756514
9000000,1200000,483240278,2500000,2700000,A4,52,26.4,F,CASADO,INDEPENDIENTE,UNIVERSITARIO,PROPIA,E5,2,0,3.079979977
3000000,700000,30000000,2200000,900000,A2,51,5.8,F,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E5,2,2,1.073585848
1486000,1187300,205683061,53037988,445800,A2,54,9.5,F,SOLTERO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,0,0,2.072472997
2900000,600000,100000000,0,870000,A2,52,0.3,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E2,2,0,0.03498571199
2500000,1500000,0,0,750000,A2,52,24.8,F,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,PROPIA,E3,1,1,1.036118213
6000000,4000000,77600000,4079000,1800000,A2,52,20.9,F,DIVORCIADO,EMPLEADO,ESPECIALIZACION,PROPIA,E3,2,2,3.030368772
2800000,1200000,12000000,4000000,840000,A2,53,19.7,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,2,0,1.024492876
1660000,620000,100000000,35000000,498000,A2,50,4.6,F,SOLTERO,EMPLEADO,UNIVERSITARIO,PROPIA,E4,0,0,2.067624259
7585090,1422000,51000000,12200000,2275527,A4,49,6.8,F,UNION_LIBRE,INDEPENDIENTE,UNIVERSITARIO,FAMILIAR,E5,2,0,0.0961768445
950000,700000,9500000,0,285000,A2,49,2,F,CASADO,EMPLEADO,TECN-TECNOL,FAMILIAR,E3,2,2,2.023644884
0,0,44008980,19334237,0,A2,49,22.1,F,SOLTERO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,0,0,2.02848051
5000000,1150000,34720696,16669356,1500000,A2,48,20.3,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,3,2,2.030807573
1440582,675000,129000000,200000,432174,A2,50,3.3,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E2,0,0,1.026550944
5810500,2000000,26000000,11800000,1743150,A2,48,10.8,F,SOLTERO,EMPLEADO,MASTER,FAMILIAR,E3,1,1,3.057906207
5352207,1900000,173000000,0,1605662,A2,48,2.4,F,SOLTERO,EMPLEADO,UNIVERSITARIO,PROPIA,E4,1,1,0.08579385618
1600000,900000,15000000,0,480000,A2,49,3.5,F,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E5,2,0,0.01344468379
19105500,5477000,172314022,73482000,5731650,A4,47,20.9,F,CASADO,INDEPENDIENTE,ESPECIALIZACION,FAMILIAR,E4,1,0,2.012521678
5400000,1600000,220000000,7000000,1620000,A2,47,0.9,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,1,0,2.072733794
3150000,800000,135000000,1000000,945000,A2,47,10.6,F,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,PROPIA,E3,2,2,1.032835684
0,600000,0,0,0,A2,46,5.5,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E4,0,0,3.031895536
2850000,500000,120000000,0,855000,A2,47,0.2,F,SOLTERO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,0,0,3.02297274
2711000,800000,10000000,0,813300,A2,47,1.3,F,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,3,0,2.02166366
5674200,700000,24595317,20000000,1702260,A2,47,10.9,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,0,0,1.075694941
2100000,800000,75000000,0,630000,A2,45,1,F,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,1,0,3.071779418
6640025,1230000,115559383,11855000,1992007,A2,45,11.6,F,VIUDO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E4,3,2,0.07677303325
800000,750000,146500000,2800000,240000,A4,45,1.8,F,CASADO,INDEPENDIENTE,UNIVERSITARIO,PROPIA,E2,2,0,1.00281659
3500000,500000,8000000,4000000,1050000,A2,47,4.5,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E6,1,0,1.003212177
4530053,1500000,1503500000,30000000,1359015,A2,45,1.4,F,CASADO,EMPLEADO,TECN-TECNOL,FAMILIAR,E4,2,0,0.03643008882
2000000,400000,100000000,0,600000,A2,44,0.3,F,DIVORCIADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,1,1,1.070591269
2951184,1849000,110000000,60500000,885355,A2,45,1.1,F,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,PROPIA,E3,3,0,0.05730751315
2900000,1600000,210000000,92000000,870000,A2,43,2.2,M,SOLTERO,EMPLEADO,UNIVERSITARIO,PROPIA,E4,0,0,3.050734693
3000000,550000,280000000,350000,900000,A2,43,8.7,F,CASADO,EMPLEADO,TECN-TECNOL,FAMILIAR,E4,2,0,1.030513284
4489128,700000,220000000,3811000,1346738,A2,42,11.5,F,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,0,0,1.052908043
3500000,1100000,24000000,21000000,1050000,A2,43,15.4,F,SOLTERO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,0,0,1.076450036
3072000,1242000,50000000,0,921600,A2,42,0.2,F,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,2,0,0.01182697702
2730000,1400000,143000000,1800000,819000,A2,42,10.3,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,2,2,1.032322193
5386160,2814000,51000000,39700000,1615848,A2,42,4.1,F,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E4,2,2,3.053991062
3200000,1900000,90000000,30000000,960000,A2,41,5,F,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,PROPIA,E4,2,2,1.08377176
2200000,300000,201016556,91000000,660000,A2,36,2.1,F,SOLTERO,EMPLEADO,UNIVERSITARIO,PROPIA,E4,0,1,1.020202109
7000000,3550000,53000000,35000000,2100000,A2,34,0.2,F,UNION_LIBRE,EMPLEADO,ESPECIALIZACION,ARRENDADA,E5,2,1,3.033266526
1800000,750000,8000000,3000000,540000,A4,34,1.8,F,CASADO,INDEPENDIENTE,ESPECIALIZACION,FAMILIAR,E2,3,0,0.0065991238
1300000,300000,60000000,5000000,390000,A2,35,2.9,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E2,1,1,0.08285603157
2708000,447000,52220000,2225000,812400,A2,34,4.1,F,DIVORCIADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E4,2,0,0.04913973628
6258000,2500000,57000000,30000000,1877400,A2,37,0.5,F,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E4,1,0,3.048070834
1411890,370000,10000000,1205000,423567,A2,33,0.4,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,0,0,2.017180496
2000000,969000,30000000,13282000,600000,A2,33,6.2,F,SOLTERO,EMPLEADO,TECN-TECNOL,FAMILIAR,E2,0,0,1.087025712
3000000,1000000,100000000,7196000,900000,A2,33,0.3,F,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,0,0,2.000656245
6200000,2700000,408000000,42800000,1860000,A2,32,1.8,F,CASADO,EMPLEADO,TECN-TECNOL,FAMILIAR,E3,1,1,3.024197662
3461790,662000,90000000,37000000,1038537,A2,33,2.1,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,1,1,0.07233127673
1500000,671000,20000000,0,450000,A2,32,0.6,F,CASADO,EMPLEADO,UNIVERSITARIO,ARRENDADA,E3,1,0,3.071884632
1500000,510000,1900000,180000,450000,A2,31,0.1,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,0,0,2.081692748
2900000,400000,900000,100000,870000,A2,31,0.4,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E2,0,0,2.004011188
6700000,2200000,25000000,6000000,2010000,A2,43,5,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,2,2,1.090279423
2000000,800000,13000000,0,600000,A2,40,0.9,F,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,2,1,2.016732325
800000,300000,15000000,0,240000,A2,31,0.6,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E4,0,0,2.089586521
500000,1600000,12300000,2500000,150000,A2,38,1.8,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,1,0,0.01819696982
6416000,1500000,60000000,25100000,1924800,A2,37,3.2,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,0,0,1.052160018
0,900000,37845766,10638000,0,A4,37,8.1,F,CASADO,INDEPENDIENTE,UNIVERSITARIO,FAMILIAR,E4,0,0,0.02586768356
2500000,300000,21000000,0,750000,A2,38,4,F,SOLTERO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,0,0,0.054091526
1900000,470000,65500000,457000,570000,A2,37,1,F,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E2,1,3,3.013953413
3600000,200000,46000000,0,1080000,A2,32,1.7,F,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E4,1,1,2.072847421
3088000,400000,283000000,0,926400,A2,41,0.6,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E4,1,0,3.045797149
7000000,1000000,80000000,6800000,2100000,A4,40,7.6,F,CASADO,INDEPENDIENTE,UNIVERSITARIO,FAMILIAR,E3,0,0,0.008213607886
2100000,1500000,101000000,0,630000,A2,40,12.9,F,SOLTERO,EMPLEADO,MASTER,FAMILIAR,E2,0,1,2.046470596
4749684,500000,78279613,34000000,1424905,A2,41,3.3,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E2,2,0,3.096109946
2700000,700000,20000000,0,810000,A2,40,0.9,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E4,2,0,2.01936308
0,0,45000000,32000000,0,A2,33,4,F,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E2,1,0,1.085126029
1346816,2300000,81000000,32000000,404044,A2,47,2.4,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E5,2,0,1.087212073
2300000,680000,0,0,690000,A2,37,8.9,F,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,0,0,3.023852653
7500000,2000000,35000000,1000000,2250000,A2,57,22.5,F,SOLTERO,EMPLEADO,ESPECIALIZACION,PROPIA,E3,2,0,2.042807898
6400000,2100000,34500000,0,1920000,A4,54,17.7,F,CASADO,INDEPENDIENTE,UNIVERSITARIO,ARRENDADA,E2,2,1,1.063430955
2812323,550000,34062000,0,843696,A2,39,1.9,F,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,2,1,2.027515282
2200000,300000,100000000,30000000,660000,A2,30,0.2,F,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,0,0,2.014213919
0,2200000,104600000,16000000,0,A2,56,7.6,F,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E4,2,2,2.016789658
1800000,800000,20000000,0,540000,A2,41,1.1,F,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,2,0,1.008032497
3500000,1700000,5250000,0,1050000,A2,49,1.2,F,CASADO,EMPLEADO,UNIVERSITARIO,ARRENDADA,E3,2,2,3.081026178
12800000,2400000,218000000,15000000,3840000,A2,59,21.8,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,1,1,2.008281377
16842228,12669000,316038000,53121000,5052668,A2,41,2.2,F,CASADO,EMPLEADO,DOCTORADO,PROPIA,E5,1,1,1.007364655
9600000,2000000,400000000,0,2880000,A2,50,0.4,F,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E5,3,0,1.078886961
2666000,612000,56000000,900000,799800,A2,40,3.8,F,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,FAMILIAR,E2,2,0,0.01348372272
0,3073000,12000000,7000000,0,A4,45,4.7,F,UNION_LIBRE,INDEPENDIENTE,ESPECIALIZACION,FAMILIAR,E5,0,0,1.070192874
11500000,6640000,230000000,28000000,3450000,A2,67,7.1,M,VIUDO,EMPLEADO,UNIVERSITARIO,PROPIA,E6,4,2,2.057952706
4700000,1600000,35000000,22000000,1410000,A2,64,2.7,M,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,6,1,0.004895919503
16000000,6200000,594000000,88000000,4800000,A2,61,20.1,M,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E3,3,2,1.053369852
8600000,4400000,302000000,50000000,2580000,A2,58,21.7,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,3,4,2.050388065
4222541,940000,315000000,40358000,1266762,A2,52,0.2,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,3,0,3.018300703
1411890,250000,32000000,0,423567,A2,40,1,M,CASADO,EMPLEADO,ESPECIALIZACION,FAMILIAR,E3,2,1,3.045207729
2860747,720000,135000000,2000000,858224,A2,51,1.8,M,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,1,1,1.061940547
3000000,1000000,100000000,0,900000,A2,47,1.1,M,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,2,3,3.006776254
3000000,1350000,80000000,2500000,900000,A2,63,4.4,M,UNION_LIBRE,EMPLEADO,TECN-TECNOL,FAMILIAR,E5,1,1,0.081460102
0,1171000,74000000,292000,0,A4,60,7.5,M,CASADO,INDEPENDIENTE,UNIVERSITARIO,PROPIA,E3,0,3,1.085193123
7562000,1800000,528063016,11936000,2268600,A2,60,20.9,M,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E5,4,2,2.066153632
4500000,3400000,168000000,5000000,1350000,A2,60,22.5,M,SOLTERO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,0,2,1.043586142
2569140,600000,65000000,7005000,770742,A2,61,3.8,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E6,1,1,1.044793956
8500000,6600000,160000000,2000000,2550000,A2,59,10.1,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,4,5,1.039360487
23800000,15000000,510000000,70000000,7140000,A2,57,23.6,M,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E3,3,2,2.083008928
1800000,800000,0,0,540000,A2,59,2.1,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,1,1,2.052663067
25000000,12625000,603367525,267254000,7500000,A2,60,26.6,M,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E6,1,3,0.03602908393
10000000,4800000,476589000,0,3000000,A2,60,22.6,M,SOLTERO,EMPLEADO,ESPECIALIZACION,PROPIA,E3,1,1,3.058476486
6000000,7000000,100000000,25000000,1800000,A2,62,3.6,M,CASADO,EMPLEADO,UNIVERSITARIO,ARRENDADA,E5,4,4,1.088816381
2711430,1378761,92000000,10000000,813429,A2,58,2.1,M,UNION_LIBRE,EMPLEADO,ESPECIALIZACION,PROPIA,E3,2,2,2.066979375
13895102,4964000,322178752,63217000,4168530,A2,57,27.3,M,VIUDO,EMPLEADO,UNIVERSITARIO,PROPIA,E5,3,2,2.07036906
6596667,3800000,199000000,60000000,1979000,A2,57,21.9,M,CASADO,EMPLEADO,ESPECIALIZACION,PROPIA,E3,1,3,2.063157608
2630000,1825684,129122995,36887000,789000,A2,57,11.1,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E4,2,0,1.011907807
13500000,5600000,320000000,80000000,4050000,A2,59,29.5,M,CASADO,EMPLEADO,DOCTORADO,PROPIA,E3,1,2,3.061123573
2580000,1000000,15000000,0,774000,A2,59,0.9,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,2,2,3.029683618
14000000,9000000,108000000,100000000,4200000,A2,56,24.7,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,5,5,1.051198293
0,749000,103420963,18000000,0,A2,58,15.3,M,CASADO,EMPLEADO,TECN-TECNOL,PROPIA,E3,3,0,3.052307839
5634448,3200000,234000000,44000000,1690334,A2,57,28.3,M,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E5,2,2,2.058533849
1500000,700000,13000000,1200000,450000,A4,59,2,F,CASADO,INDEPENDIENTE,TECN-TECNOL,FAMILIAR,E2,2,0,3.079790071
27712000,5789000,412638060,54097284,8313600,A2,60,21.4,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E5,2,3,2.050901264
2669860,1600000,135000000,2000000,800958,A6,57,0.8,M,VIUDO,PENSIONADO,ESPECIALIZACION,PROPIA,E2,3,2,2.056879758
4354000,1537000,142500000,6530000,1306200,A2,56,4,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E2,3,1,2.030241598
5400446,1600000,128000000,0,1620133,A2,56,6.2,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,3,1,3.066842433
5020836,610000,86000000,25000000,1506250,A2,58,6.9,M,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,PROPIA,E2,2,2,0.01767567785
4000000,1300000,0,0,1200000,A4,58,10.8,M,DIVORCIADO,INDEPENDIENTE,TECN-TECNOL,ARRENDADA,E3,2,3,3.003461782
17614000,3600000,217000000,1000000,5284200,A2,56,24.5,M,CASADO,EMPLEADO,ESPECIALIZACION,ARRENDADA,E3,3,4,2.094890603
14000000,8000000,200000000,28000000,4200000,A4,61,9.8,M,CASADO,INDEPENDIENTE,UNIVERSITARIO,FAMILIAR,E3,3,2,2.058843795
1867754,700000,167000000,42518000,560326,A2,56,3.6,M,CASADO,EMPLEADO,TECN-TECNOL,PROPIA,E3,1,1,2.096168709
8000000,3500000,438000000,50000000,2400000,A4,55,19.8,M,CASADO,INDEPENDIENTE,UNIVERSITARIO,PROPIA,E3,3,3,2.072509465
5446593,3415000,356239411,14000000,1633977,A2,59,22.9,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E4,2,0,1.054797457
3403758,1400000,192270093,90560000,1021127,A2,56,18.9,M,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,2,1,1.023297648
4522141,3061000,114101000,0,1356642,A2,55,10.1,M,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,2,0,2.095196234
7000000,1770000,178267000,67000000,2100000,A2,57,4.8,M,SOLTERO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,2,1,1.009759826
5500000,700000,71000000,2900000,1650000,A2,61,21,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,1,1,3.027818874
14104498,5800000,795000000,10000000,4231349,A2,61,25.1,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E3,4,3,3.057013727
5138295,3013030,310000000,36000000,1541488,A2,57,4.3,M,CASADO,EMPLEADO,ESPECIALIZACION,FAMILIAR,E4,4,1,0.04773817902
12500000,3000000,120000000,2000000,3750000,A2,54,1.8,M,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E6,2,2,3.008432829
4700000,2200000,125000000,6000000,1410000,A2,54,0.5,M,VIUDO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E2,3,3,3.059791524
6000000,2000000,60000000,0,1800000,A2,54,2.7,M,CASADO,EMPLEADO,UNIVERSITARIO,FAMILIAR,E4,1,1,3.009084032
3000000,1000000,8000000,0,900000,A4,54,0.8,M,UNION_LIBRE,INDEPENDIENTE,UNIVERSITARIO,FAMILIAR,E3,1,2,3.053264222
3700000,2000000,343500000,35620000,1110000,A2,54,22.5,M,UNION_LIBRE,EMPLEADO,UNIVERSITARIO,FAMILIAR,E3,0,4,2.064485842
3225156,1482000,128000000,24614000,967546,A2,54,1.3,M,CASADO,EMPLEADO,TECN-TECNOL,PROPIA,E3,2,2,1.027309974
8347723,2500000,470000000,8000000,2504316,A2,62,26.7,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E5,1,1,0.06304463496
6125897,5060000,470699358,108000000,1837769,A2,53,12.5,M,CASADO,EMPLEADO,UNIVERSITARIO,PROPIA,E5,1,1,0.02465541708
5799000,2500000,60000000,0,1739700,A4,53,0.5,M,CASADO,INDEPENDIENTE,UNIVERSITARIO,FAMILIAR,E3,2,2,2.083436698
4430868,1300000,240394000,32000000,1329260,A2,53,4.8,M,CASADO,EMPLEADO,UNIVERSITARIO,ARRENDADA,E4,2,2,2.065608417
